CASEID,YEAR,REGION,STATEFIP,COUNTY,HH_SIZE,PERNUM,LINENO,WT06,AGE,SEX,RACE,HISPAN,MARST,CITIZEN,BPL,POPSTAT,EDUC,SCHLCOLL,VETSTAT,VETLAST,EMPSTAT,MULTJOBS,OCC,IND,RETIRED,FULLPART,UHRSWORKT,EARNWEEK,DIFFANY,ACT_CAREHH,ACT_CARENHH,ACT_EDUC,ACT_FOOD,ACT_GOVSERV,ACT_HHACT,ACT_HHSERV,ACT_PCARE,ACT_PHONE,ACT_PROFSERV,ACT_PURCH,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_TRAVEL,ACT_VOL,ACT_WORK
2.01601E+13,2016,3,13,13015,3,1,1,24588650.16,62,2,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,40,0,190,0,715,0,0,0,0,465,0,30,0,0
2.01601E+13,2016,3,51,51000,2,1,1,5445941.065,69,1,110,100,1,1,9900,1,16,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,30,0,230,0,620,0,0,0,0,560,0,0,0,0
2.01601E+13,2016,3,11,11001,4,1,1,8782621.982,24,2,110,100,6,1,9900,1,20,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,75,0,105,0,1060,0,0,60,0,20,0,60,0,0
2.01601E+13,2016,2,26,26000,4,1,1,3035909.949,31,2,100,100,4,1,9900,1,30,1,2,999,1,0,3600,8180,99,2,32,469.44,1,60,0,0,165,0,395,0,655,45,0,0,0,120,0,0,0,0
2.01601E+13,2016,2,29,29000,2,1,1,6978586.369,59,2,100,100,1,1,9900,1,21,99,2,999,1,1,2540,7860,99,2,12,302.5,1,0,0,0,30,0,250,0,580,120,0,18,60,177,0,75,130,0
2.01601E+13,2016,3,12,12086,5,1,1,5191609.866,16,2,120,244,6,5,30050,1,15,3,99,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,120,0,100,0,620,0,0,0,0,355,50,35,0,0
2.01601E+13,2016,1,34,34039,5,1,1,9391847.614,43,2,100,100,1,1,9900,1,40,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,330,0,0,45,0,215,0,445,0,0,100,0,120,60,125,0,0
2.01601E+13,2016,3,13,13000,4,1,1,2023918.258,34,2,100,100,5,1,9900,1,21,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,180,0,0,40,0,305,0,665,0,0,0,0,220,0,30,0,0
2.01601E+13,2016,2,39,39000,2,1,1,9112256.527,63,1,100,100,1,1,9900,1,43,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,60,0,105,0,510,0,0,0,0,695,60,10,0,0
2.01601E+13,2016,4,2,2000,4,1,1,2742446.63,39,2,100,100,1,1,9900,1,30,1,2,999,1,0,4700,5170,99,1,46,99999.99,1,50,0,0,120,0,160,0,760,0,0,60,0,240,0,30,0,20
2.01601E+13,2016,3,13,13000,4,1,1,3165768.092,35,1,100,100,1,1,9900,1,40,1,2,999,1,0,4700,5380,99,1,55,1538.46,1,287,0,0,120,0,120,0,838,0,0,0,0,75,0,0,0,0
2.01601E+13,2016,2,17,17000,4,1,1,9195339.214,54,2,100,100,6,1,9900,1,41,99,2,999,1,0,5700,6990,99,1,38,1211.53,1,40,0,0,75,0,20,15,555,0,0,0,0,65,0,190,0,480
2.01601E+13,2016,4,8,8000,1,1,1,2847324.968,40,2,100,100,6,1,9900,1,40,1,2,999,1,0,5000,9470,99,1,40,961.53,1,0,0,0,45,0,390,0,670,0,0,0,0,180,0,155,0,0
2.01601E+13,2016,3,48,48215,5,1,1,7951766.668,19,2,100,210,6,1,9900,1,21,5,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,655,75,0,0,0,630,0,0,0,0,60,0,20,0,0
2.01601E+13,2016,2,19,19000,2,1,1,11019699.47,76,2,100,100,1,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,5,0,20,0,65,0,570,5,0,110,305,310,0,50,0,0
2.01601E+13,2016,2,19,19000,2,1,1,5489476.588,65,2,100,100,1,3,15000,1,31,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,120,0,0,0,590,0,0,0,60,545,0,125,0,0
2.01601E+13,2016,4,41,41039,6,1,1,9150706.475,16,1,100,100,6,1,9900,1,15,3,99,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,150,40,0,187,0,322,0,0,0,0,741,0,0,0,0
2.01601E+13,2016,4,4,4013,4,1,1,1299119.206,70,1,100,210,2,1,9900,1,30,99,1,6,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,23,0,3,0,360,0,0,0,0,1054,0,0,0,0
2.01601E+13,2016,2,26,26000,4,1,1,4994471.081,68,1,100,100,1,1,9900,1,40,99,1,7,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,0,0,0,0,481,0,0,0,0,959,0,0,0,0
2.01601E+13,2016,4,8,8059,3,1,1,3192021.02,36,2,100,100,1,1,9900,1,40,1,2,999,1,0,3255,8190,99,2,24,875,1,15,0,0,45,0,30,0,530,0,0,0,0,30,0,35,0,755
2.01601E+13,2016,2,20,20000,3,1,1,5529364.06,45,1,100,100,6,1,9900,1,21,1,2,999,1,0,7430,7980,99,1,40,610,1,0,0,0,25,0,0,0,570,0,0,0,0,829,0,16,0,0
2.01601E+13,2016,2,39,39000,1,1,1,3729021.949,50,2,100,100,6,1,9900,1,21,99,2,999,1,0,7000,8370,99,1,40,974.8,1,0,0,0,20,0,202,0,708,0,0,0,0,480,0,0,0,0
2.01601E+13,2016,3,24,24033,1,1,1,2202624.098,52,2,110,100,6,1,9900,1,43,99,2,999,1,1,2200,7870,99,1,60,1538.46,1,0,0,0,35,0,15,0,510,45,0,10,0,160,0,55,0,610
2.01601E+13,2016,1,25,25027,1,1,1,2040462.318,70,2,100,100,4,1,9900,1,40,99,2,999,4,99,99999,99999,1,99,9999,99999.99,2,0,20,0,119,0,50,0,802,10,0,0,0,329,80,30,0,0
2.01601E+13,2016,2,27,27000,1,1,1,4656346.231,26,1,100,100,6,1,9900,1,31,1,2,999,1,1,7810,4980,99,1,9995,530,1,0,0,0,0,0,210,0,535,0,0,0,75,425,0,120,0,60
2.01601E+13,2016,3,1,1003,1,1,1,9007256.315,63,1,100,100,4,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,495,0,395,0,355,0,0,0,0,195,0,0,0,0
2.01601E+13,2016,3,45,45000,2,1,1,9558011.668,25,2,100,100,1,1,9900,1,40,1,2,999,1,0,4600,9290,99,2,15,180,1,0,0,0,30,0,235,0,585,15,0,45,60,120,0,115,0,235
2.01601E+13,2016,4,6,6087,2,1,1,6851181.461,74,2,100,100,1,1,9900,1,41,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,65,0,30,0,555,0,0,0,105,565,0,120,0,0
2.01601E+13,2016,2,19,19103,4,1,1,2118242.818,32,2,100,100,1,1,9900,1,40,1,2,999,1,0,50,7870,99,1,40,1250,1,190,0,0,180,0,215,0,580,0,0,120,0,105,0,50,0,0
2.01601E+13,2016,1,36,36103,2,1,1,15335835.13,65,1,100,100,1,1,9900,1,30,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,20,0,60,0,510,0,0,0,0,850,0,0,0,0
2.01601E+13,2016,4,6,6083,1,1,1,2306385.382,76,2,100,100,3,1,9900,1,32,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,35,0,34,0,305,0,0,0,0,1036,0,30,0,0
2.01601E+13,2016,3,12,12033,2,1,1,4058568.881,22,1,100,100,6,1,9900,1,21,1,2,999,1,0,9620,4195,99,1,40,473.6,1,0,0,0,35,0,0,0,515,0,0,0,0,495,0,75,320,0
2.01601E+13,2016,4,53,53033,4,1,1,3052714.899,43,1,100,100,1,1,9900,1,40,1,2,999,1,0,50,3380,99,1,50,2884.61,1,157,0,0,375,0,50,0,573,0,0,0,0,120,0,118,0,0
2.01601E+13,2016,3,51,51700,3,1,1,16696665.7,52,1,100,100,1,1,9900,1,30,99,2,999,1,0,6200,7790,99,1,50,1400,1,0,0,0,50,0,2,0,500,0,0,0,0,30,0,150,0,708
2.01601E+13,2016,2,19,19113,4,1,1,4105210.383,50,2,100,100,1,1,9900,1,21,99,2,999,1,0,1550,3370,99,1,40,1000,1,0,0,0,90,0,315,0,650,0,0,0,0,385,0,0,0,0
2.01601E+13,2016,4,30,30000,4,1,1,8181368.446,46,1,100,100,1,1,9900,1,40,1,2,999,1,0,4700,5275,99,1,40,99999.99,1,0,0,0,30,0,95,0,520,0,0,20,0,105,0,27,68,575
2.01601E+13,2016,3,21,21000,5,1,1,6367972.839,17,2,110,100,6,1,9900,1,17,3,2,999,1,0,4720,8680,99,2,9995,145,1,0,0,0,60,0,0,0,435,0,0,0,0,510,0,30,0,405
2.01601E+13,2016,3,22,22073,4,1,1,7153164.631,44,2,100,100,1,1,9900,1,21,1,2,999,1,0,4130,7860,99,2,30,260.76,1,65,0,0,98,0,26,0,421,0,0,38,0,377,0,76,0,339
2.01601E+13,2016,1,34,34017,1,1,1,1972378.769,76,2,110,100,3,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,30,0,30,0,490,0,0,0,110,780,0,0,0,0
2.01601E+13,2016,4,35,35001,4,1,1,19490004.78,53,2,120,250,3,1,9900,1,20,99,2,999,1,0,5120,5070,99,1,40,500,1,100,0,0,10,0,130,0,560,3,0,0,0,117,0,60,0,460
2.01601E+13,2016,1,34,34013,4,1,1,5781808.125,46,2,100,100,1,1,9900,1,40,1,2,999,1,0,2630,7370,99,2,9995,99999.99,1,45,0,0,180,0,190,0,446,0,0,0,0,30,0,199,170,180
2.01601E+13,2016,2,39,39000,4,1,1,8795206.888,29,2,100,100,4,1,9900,1,30,1,2,999,4,99,99999,99999,99,99,9999,99999.99,1,40,0,0,90,0,320,0,640,0,0,40,0,180,0,115,0,0
2.01601E+13,2016,3,45,45051,1,1,1,2625999.033,69,1,100,100,3,1,9900,1,21,99,1,7,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,180,0,53,0,997,45,0,30,0,50,0,85,0,0
2.01601E+13,2016,4,6,6037,3,1,1,7282356.741,35,2,131,100,4,4,51800,1,40,1,2,999,1,0,5860,8090,99,2,4,692.3,1,20,0,0,85,0,285,0,330,0,220,80,0,270,60,75,0,0
2.01601E+13,2016,2,17,17000,4,1,1,9867787.669,45,1,100,100,4,1,9900,1,41,1,2,999,1,0,430,9390,99,1,37,1730.76,1,25,2,0,80,0,5,0,564,0,0,14,0,120,45,79,0,506
2.01601E+13,2016,1,33,33011,6,1,1,4557114.536,68,1,100,100,1,1,9900,1,30,99,1,7,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,32,0,25,0,720,0,0,0,0,663,0,0,0,0
2.01601E+13,2016,3,48,48000,2,1,1,6398852.11,58,2,100,100,1,1,9900,1,40,99,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,45,0,185,0,630,20,0,20,75,265,110,90,0,0
2.01601E+13,2016,3,21,21000,4,1,1,4054657.17,27,1,100,100,1,1,9900,1,30,1,2,999,2,0,7010,4795,99,1,40,750.6,1,0,0,0,10,0,0,0,760,0,0,0,0,670,0,0,0,0
2.01601E+13,2016,3,1,1000,1,1,1,2477221.075,40,1,100,100,6,1,9900,1,30,1,2,999,1,1,430,3190,99,1,65,350,1,0,0,0,30,0,10,0,875,0,0,0,0,280,225,10,0,10
2.01601E+13,2016,2,26,26000,2,1,1,12600964.44,22,1,100,100,6,1,9900,1,16,1,2,999,4,99,99999,99999,99,99,9999,99999.99,1,0,1,0,0,34,22,0,855,0,0,5,0,485,0,38,0,0
2.01601E+13,2016,3,12,12021,2,1,1,2064972.313,56,2,100,100,3,1,9900,1,42,99,2,999,1,0,4920,7070,99,1,35,99999.99,1,0,0,0,0,0,15,0,510,0,0,0,0,290,0,100,0,525
2.01601E+13,2016,1,36,36081,1,1,1,2873242.049,85,2,100,100,6,4,54200,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,75,0,0,0,555,0,0,0,0,810,0,0,0,0
2.01601E+13,2016,4,35,35049,1,1,1,3931845.884,75,2,100,100,4,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,60,0,330,0,615,20,0,50,0,330,0,35,0,0
2.01601E+13,2016,3,45,45091,1,1,1,2511635.343,47,1,100,100,4,1,9900,1,30,1,2,999,1,0,410,7070,99,1,35,1307.69,1,0,30,0,75,0,165,0,555,0,30,80,0,480,0,10,0,15
2.01601E+13,2016,2,27,27000,1,1,1,1944171.184,59,2,100,100,4,1,9900,1,41,99,2,999,1,0,2310,7860,99,1,49,1673.07,1,0,0,0,15,0,120,0,660,0,0,135,30,340,0,80,0,60
2.01601E+13,2016,4,6,6081,5,1,1,5709213.004,18,1,100,100,6,4,45300,1,16,3,2,999,4,99,99999,99999,99,99,9999,99999.99,1,0,0,0,60,0,0,0,634,60,0,0,0,661,0,25,0,0
2.01601E+13,2016,4,35,35001,2,1,1,2803942.067,30,1,100,100,4,1,9900,1,30,1,2,999,1,0,7200,8770,99,1,40,865.38,1,0,0,0,60,0,135,0,540,0,0,0,0,135,0,120,0,450
2.01601E+13,2016,2,20,20000,2,1,1,7531299.41,85,1,100,100,1,1,9900,1,21,99,1,3,1,0,205,170,99,2,6,461,1,0,60,0,120,0,140,0,575,0,0,80,0,330,0,105,0,0
2.01601E+13,2016,3,40,40000,1,1,1,4071438.921,76,2,100,100,3,1,9900,1,21,99,2,999,1,0,9130,6170,99,2,30,99999.99,1,0,0,0,30,0,60,0,510,0,0,0,30,415,0,10,0,385
2.01601E+13,2016,1,25,25017,1,1,1,2526141.862,85,1,100,100,6,4,15000,1,21,99,1,3,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,30,0,300,0,480,0,0,0,0,630,0,0,0,0
2.01601E+13,2016,3,47,47000,1,1,1,1833493.584,70,2,100,100,6,1,9900,1,31,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,40,0,40,0,450,0,0,0,75,805,0,30,0,0
2.01601E+13,2016,1,34,34000,4,1,1,15072190.01,20,1,202,100,6,1,9900,1,30,5,2,999,1,0,3955,8590,99,2,6,80,1,0,0,0,30,0,0,0,780,0,0,0,0,315,80,50,0,185
2.01601E+13,2016,4,4,4019,5,1,1,8755030.807,51,2,100,210,1,5,20000,1,21,99,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,165,0,120,0,760,0,0,0,230,125,0,40,0,0
2.01601E+13,2016,4,6,6059,5,1,1,4192909.356,49,1,100,100,1,4,15000,1,43,1,2,999,1,0,2100,6890,99,1,60,2884.61,1,60,0,0,90,0,195,0,519,0,0,0,0,453,0,3,0,120
2.01601E+13,2016,4,6,6000,3,1,1,10718154.82,26,2,100,244,1,5,30020,1,40,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,210,0,0,180,0,175,0,585,0,0,0,0,225,0,65,0,0
2.01601E+13,2016,4,4,4013,4,1,1,7596104.362,33,1,100,210,1,1,9900,1,30,1,2,999,1,0,50,1990,99,1,40,710,1,22,0,0,80,0,15,0,500,0,0,0,0,110,0,105,100,470
2.01601E+13,2016,4,4,4021,6,1,1,6921456.933,37,1,100,100,1,1,9900,1,43,1,2,999,1,0,2100,7270,99,1,50,1923.07,1,50,0,0,20,0,15,0,270,0,0,0,0,410,0,180,0,495
2.01601E+13,2016,1,42,42091,1,1,1,8075116.096,40,1,100,100,6,1,9900,1,40,1,2,999,1,0,160,4970,99,1,55,1442.3,1,0,0,0,15,0,15,0,450,0,0,0,0,30,0,60,0,870
2.01601E+13,2016,3,1,1000,2,1,1,6006402.349,68,1,100,100,1,1,9900,1,40,99,1,7,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,15,0,315,0,420,0,0,30,0,570,0,90,0,0
2.01601E+13,2016,2,39,39153,1,1,1,1631086.437,66,2,110,100,4,1,9900,1,40,99,2,999,4,99,99999,99999,1,99,9999,99999.99,2,0,140,0,30,0,165,0,635,0,0,0,0,425,45,0,0,0
2.01601E+13,2016,4,6,6000,4,1,1,2624011.655,43,2,100,100,1,1,9900,1,40,1,2,999,1,0,4965,7280,99,1,45,2884.61,1,200,0,0,90,0,100,0,635,0,0,0,0,305,60,50,0,0
2.01601E+13,2016,3,12,12113,1,1,1,11116281.36,61,1,100,100,3,1,9900,1,20,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,5,0,2,0,742,0,0,0,0,691,0,0,0,0
2.01601E+13,2016,4,53,53000,1,1,1,8507150.375,80,1,100,100,3,1,9900,1,15,99,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,50,0,220,0,595,0,0,60,0,430,0,40,0,0
2.01601E+13,2016,4,16,16000,1,1,1,4674867.41,54,1,100,210,4,5,20000,1,11,99,2,999,1,0,5620,5390,99,1,40,390,1,0,0,0,90,0,390,0,560,0,0,120,0,150,120,10,0,0
2.01601E+13,2016,4,41,41000,2,1,1,14127456.06,46,2,100,100,3,1,9900,1,40,1,2,999,1,0,430,7870,99,1,40,738.46,1,0,0,0,60,0,99,0,561,15,0,0,0,60,0,115,0,510
2.01601E+13,2016,4,6,6067,1,1,1,10114446.84,26,1,200,100,6,1,9900,1,30,1,2,999,1,0,3930,7680,99,1,40,460,1,0,0,0,55,0,40,0,568,30,0,0,0,150,0,107,0,490
2.01601E+13,2016,3,12,12071,1,1,1,5594607.413,70,2,100,100,4,1,9900,1,30,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,60,0,5,0,782,30,0,0,0,563,0,0,0,0
2.01601E+13,2016,1,36,36071,1,1,1,2948945.604,70,2,100,100,3,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,150,0,390,0,690,0,0,0,0,210,0,0,0,0
2.01601E+13,2016,1,36,36000,3,1,1,5801303.787,22,1,200,100,6,1,9900,1,30,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,30,0,0,0,775,0,0,0,0,455,0,180,0,0
2.01601E+13,2016,1,34,34000,2,1,1,3127399.724,58,1,100,244,1,5,30050,1,30,99,2,999,1,1,4230,8270,99,1,51,444,1,0,0,0,110,0,0,0,470,0,0,0,0,180,0,30,0,650
2.01601E+13,2016,3,48,48000,2,1,1,21874901.6,73,2,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,105,0,135,0,585,0,0,40,0,70,0,55,450,0
2.01601E+13,2016,3,37,37000,2,1,1,4334603.553,36,1,100,210,1,1,9900,1,14,1,2,999,1,0,8300,7690,99,2,26,336,1,0,0,0,45,0,90,0,425,60,0,195,0,555,0,70,0,0
2.01601E+13,2016,3,21,21111,1,1,1,1578054.463,58,2,100,100,4,1,9900,1,31,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,20,0,65,0,540,0,0,0,0,800,0,15,0,0
2.01601E+13,2016,1,36,36081,1,1,1,1647235.354,67,2,110,100,4,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,45,0,350,0,555,60,0,0,0,430,0,0,0,0
2.01601E+13,2016,3,48,48000,1,1,1,4358816.696,25,1,100,243,6,5,21050,1,15,1,2,999,1,0,6260,770,99,2,32,304,1,0,0,0,30,0,0,0,1020,0,0,0,0,0,0,60,330,0
2.01601E+13,2016,3,37,37000,3,1,1,10519242.54,34,1,100,100,1,1,9900,1,15,1,2,999,1,0,6200,770,99,1,9995,1057.69,1,20,30,0,90,0,15,0,560,0,0,0,0,160,0,85,0,480
2.01601E+13,2016,2,55,55101,2,1,1,16122450.88,48,2,100,100,1,1,9900,1,30,1,2,999,1,0,5110,7970,99,1,40,640,1,0,0,0,95,0,105,0,485,0,0,0,0,250,0,35,0,470
2.01601E+13,2016,3,47,47000,1,1,1,2468089.194,49,1,100,100,4,4,43300,1,40,1,2,999,1,0,310,8680,99,1,80,99999.99,1,0,0,0,15,0,60,0,612,0,0,60,0,300,120,93,0,180
2.01601E+13,2016,4,8,8000,4,1,1,8461301.634,48,2,100,220,1,2,11000,1,21,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,54,0,0,71,0,399,0,625,30,0,0,0,210,0,50,0,0
2.01601E+13,2016,1,36,36000,2,1,1,7004018.313,66,2,100,100,1,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,80,0,231,20,495,0,0,65,0,350,75,64,0,0
2.01601E+13,2016,2,26,26163,1,1,1,5108881.068,73,2,100,100,3,1,9900,1,30,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,75,0,290,0,555,0,0,0,0,210,120,55,0,0
2.01601E+13,2016,4,6,6031,1,1,1,5588390.543,51,2,100,250,2,1,9900,1,21,99,2,999,4,99,99999,99999,99,99,9999,99999.99,1,0,0,0,30,0,130,0,660,0,0,60,0,240,0,20,0,300
2.01601E+13,2016,3,48,48000,3,1,1,6022338.022,35,2,100,210,6,1,9900,1,40,1,2,999,1,0,5420,6470,99,1,40,400,1,0,0,0,120,0,240,0,550,0,10,60,0,180,145,135,0,0
2.01601E+13,2016,4,6,6073,2,1,1,8957147.907,43,2,131,100,1,4,50220,1,42,1,2,999,1,0,230,7870,99,1,40,2461.53,1,0,0,0,105,0,150,0,510,0,90,10,0,510,0,65,0,0
2.01601E+13,2016,2,27,27000,3,1,1,7603108.782,53,1,100,100,1,1,9900,1,21,99,2,999,2,0,410,7070,99,2,9995,99999.99,1,0,0,0,65,0,0,0,375,0,0,0,75,890,0,10,0,0
2.01601E+13,2016,3,48,48000,1,1,1,6251276.473,21,2,100,100,6,1,9900,1,30,5,2,999,1,0,2200,7870,99,2,10,100,1,0,0,0,15,0,15,0,630,60,0,0,0,660,0,0,0,60
2.01601E+13,2016,1,36,36119,5,1,1,5451937.502,55,1,100,100,1,1,9900,1,40,99,2,999,1,1,1007,6870,99,1,75,2884.61,1,110,0,0,20,0,270,0,550,0,0,0,0,310,110,40,0,30
2.01601E+13,2016,2,38,38000,2,1,1,10280943.39,69,2,100,100,3,1,9900,1,40,99,2,999,1,0,3320,8180,99,2,12,900,1,0,56,0,105,0,236,0,569,15,0,47,0,175,0,32,0,125
2.01601E+13,2016,3,13,13000,1,1,1,3089547.114,61,2,100,100,4,1,9900,1,42,99,2,999,1,0,10,9170,99,2,30,600,1,0,10,0,145,0,0,0,570,0,0,0,0,645,20,50,0,0
2.01601E+13,2016,1,36,36103,1,1,1,6955088.079,58,1,100,100,6,1,9900,1,32,99,2,999,1,0,5540,6370,99,1,40,1153.84,2,0,0,0,190,0,70,0,570,15,55,0,0,40,0,80,0,420
2.01601E+13,2016,1,36,36103,3,1,1,4027314.057,33,1,203,100,1,1,9900,1,41,1,2,999,1,0,1700,9570,99,1,50,1923.07,1,165,0,0,105,0,315,0,570,0,0,0,0,195,60,0,0,30
2.01601E+13,2016,3,11,11001,1,1,1,9482933.315,27,1,100,100,6,1,9900,1,40,5,2,999,4,99,99999,99999,99,99,9999,99999.99,1,0,0,190,10,0,10,0,570,20,0,0,0,545,90,0,0,0
2.01601E+13,2016,3,48,48000,1,1,1,3065495.877,80,2,100,100,3,1,9900,1,13,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,40,0,285,0,585,115,0,0,0,415,0,0,0,0
2.01601E+13,2016,4,6,6000,4,1,1,3336536.168,37,2,131,100,1,1,9900,1,30,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,35,0,0,135,0,178,0,637,0,0,45,0,390,0,20,0,0
2.01601E+13,2016,2,29,29189,3,1,1,14533455.36,45,2,100,100,6,1,9900,1,21,1,2,999,1,0,8256,7590,99,1,40,576.92,1,0,2,0,133,0,30,0,625,0,0,180,0,388,0,48,0,0
2.01601E+13,2016,2,39,39000,6,1,1,7253705.644,40,2,100,100,1,4,52140,1,14,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,25,0,0,45,0,525,0,536,0,0,45,0,250,0,14,0,0
2.01601E+13,2016,3,37,37067,1,1,1,3920168.147,66,2,110,100,6,1,9900,1,15,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,35,0,45,0,256,0,574,0,0,0,80,400,0,50,0,0
2.01601E+13,2016,3,21,21000,2,1,1,6737411.839,75,2,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,140,0,0,45,0,115,0,530,120,0,5,0,420,0,0,0,0
2.01601E+13,2016,2,27,27000,3,1,1,4165993.382,52,2,100,100,4,1,9900,1,30,99,2,999,1,0,630,7970,99,1,40,730.76,1,0,0,0,30,0,345,0,750,0,0,125,0,175,0,15,0,0
2.01601E+13,2016,3,47,47000,1,1,1,2476745.581,61,2,100,100,4,1,9900,1,31,99,2,999,1,0,3255,8190,99,1,35,1150,2,0,0,0,35,0,280,0,765,0,0,0,0,360,0,0,0,0
2.01601E+13,2016,1,36,36000,2,1,1,7898494.228,73,1,100,100,1,1,9900,1,40,99,1,7,1,0,6050,170,99,2,20,15,1,10,0,0,22,0,0,0,593,0,0,0,0,480,0,260,75,0
2.01601E+13,2016,3,12,12095,1,1,1,2549841.022,36,2,110,100,6,1,9900,1,41,1,2,999,1,1,230,7860,99,1,46,1200,1,0,0,0,4,0,0,0,565,0,0,10,0,736,0,125,0,0
2.01601E+13,2016,2,27,27000,1,1,1,5920695.807,56,1,100,100,2,1,9900,1,30,99,2,999,1,0,120,9480,99,1,46,1265.36,1,0,0,0,51,0,30,0,350,15,0,20,0,265,0,69,0,640
2.01601E+13,2016,2,27,27000,6,1,1,6701420.994,64,1,100,100,1,1,9900,1,21,99,2,999,1,0,8000,3980,99,1,45,630,1,150,0,0,75,0,240,0,555,0,0,0,0,390,30,0,0,0
2.01601E+13,2016,4,6,6059,3,1,1,2820872.099,40,2,131,100,5,4,51800,1,32,4,2,999,1,0,4510,8980,99,2,24,840,1,10,0,230,90,0,135,0,480,0,0,0,0,0,0,45,0,240
2.01601E+13,2016,4,4,4013,6,1,1,8112703.631,55,1,100,210,1,5,21040,1,12,99,2,999,1,0,7800,1190,99,1,38,352,1,0,0,0,70,0,25,0,600,0,0,0,0,240,0,40,0,455
2.01601E+13,2016,3,45,45041,1,1,1,2375395.243,85,2,100,100,3,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,60,0,210,0,855,0,0,0,45,270,0,0,0,0
2.01601E+13,2016,2,20,20000,4,1,1,7246039.77,29,2,100,100,1,1,9900,1,40,1,2,999,1,0,800,7390,99,1,40,800,1,82,0,0,40,0,55,0,570,0,0,0,0,135,0,80,0,478
2.01601E+13,2016,1,36,36061,3,1,1,6116187.879,60,2,110,100,1,1,9900,1,41,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,30,0,20,0,585,0,0,0,0,305,120,165,215,0
2.01601E+13,2016,3,24,24000,3,1,1,1527709.737,45,2,100,100,5,1,9900,1,41,1,2,999,1,0,3255,8190,99,1,40,2000,1,0,0,0,30,0,180,0,800,0,0,0,0,430,0,0,0,0
2.01601E+13,2016,3,24,24031,2,1,1,9496789.564,37,1,100,100,1,1,9900,1,41,1,2,999,1,0,2000,7860,99,1,50,1875,1,0,0,0,90,0,175,0,520,0,0,60,0,260,60,40,0,205
2.01601E+13,2016,1,36,36061,3,1,1,10005074.98,33,2,100,100,1,1,9900,1,40,1,2,999,1,0,735,6890,99,1,45,2884.61,1,310,0,0,15,0,60,0,540,0,0,0,0,75,0,0,0,395
