CASEID,YEAR,REGION,STATEFIP,COUNTY,HH_SIZE,PERNUM,LINENO,WT06,AGE,SEX,RACE,HISPAN,MARST,CITIZEN,BPL,POPSTAT,EDUC,SCHLCOLL,VETSTAT,VETLAST,EMPSTAT,MULTJOBS,OCC,IND,RETIRED,FULLPART,UHRSWORKT,EARNWEEK,DIFFANY,ACT_CAREHH,ACT_CARENHH,ACT_EDUC,ACT_FOOD,ACT_GOVSERV,ACT_HHACT,ACT_HHSERV,ACT_PCARE,ACT_PHONE,ACT_PROFSERV,ACT_PURCH,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_TRAVEL,ACT_VOL,ACT_WORK
2.01602E+13,2016,2,31,31055,3,1,1,5319250.582,45,2,100,100,1,1,9900,1,40,1,2,999,1,1,1220,8190,99,1,79,2195.05,1,91,0,0,15,0,35,0,380,0,0,10,30,44,0,70,0,689
2.01602E+13,2016,4,4,4013,3,1,1,1977893.881,39,2,100,210,6,5,20000,1,12,1,2,999,1,0,7750,1590,99,1,40,400,1,150,0,0,70,0,60,0,735,0,0,0,0,75,270,80,0,0
2.01602E+13,2016,3,24,24017,1,1,1,4329471.442,62,1,110,100,6,1,9900,1,30,99,1,9,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,110,0,0,0,720,0,100,15,0,340,0,155,0,0
2.01602E+13,2016,1,9,9001,2,1,1,11382376.71,68,2,100,100,1,1,9900,1,16,99,2,999,5,99,99999,99999,3,99,9999,99999.99,1,0,0,0,30,0,291,0,585,90,0,10,0,324,90,20,0,0
2.01602E+13,2016,2,27,27000,6,1,1,8834802.914,56,2,100,100,1,1,9900,1,40,99,2,999,5,99,99999,99999,99,99,9999,99999.99,1,171,1,0,75,0,64,0,542,0,0,0,0,391,50,146,0,0
2.01602E+13,2016,3,48,48000,1,1,1,17029364.45,32,1,100,210,6,1,9900,1,21,1,2,999,1,0,8450,3895,99,1,45,1657.5,1,0,0,0,80,0,90,0,450,0,0,0,0,210,0,75,0,535
2.01602E+13,2016,2,55,55000,5,1,1,10698000.75,28,2,100,100,1,1,9900,1,21,1,2,999,1,0,6050,180,99,2,30,99999.99,1,405,0,0,105,0,225,0,345,0,0,0,0,60,0,0,0,300
2.01602E+13,2016,4,53,53000,7,1,1,20837076.2,48,2,100,210,1,5,20000,1,12,1,2,999,1,0,9620,4470,99,1,37,284.1,1,0,0,0,45,0,125,0,495,2,0,0,0,723,0,50,0,0
2.01602E+13,2016,4,35,35001,4,1,1,8026625.765,44,1,120,250,1,1,9900,1,40,1,2,999,1,0,3255,9480,99,1,45,1592.3,1,176,0,0,85,0,65,0,490,0,0,80,0,454,0,90,0,0
2.01602E+13,2016,4,6,6000,5,1,1,13173318.69,34,2,100,210,1,1,9900,1,21,1,2,999,1,0,5000,7970,99,1,40,99999.99,1,95,0,0,45,0,640,0,600,0,0,0,0,60,0,0,0,0
2.01602E+13,2016,3,13,13000,1,1,1,2520517.594,80,2,100,100,3,1,9900,1,30,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,60,0,234,0,640,0,0,0,0,496,0,10,0,0
2.01602E+13,2016,2,39,39000,1,1,1,5541881.887,75,1,100,100,4,1,9900,1,40,99,1,6,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,105,0,60,0,660,0,45,90,0,290,75,115,0,0
2.01602E+13,2016,4,4,4025,1,1,1,2196662.693,70,2,100,100,4,1,9900,1,30,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,50,0,165,0,610,0,0,25,0,570,0,20,0,0
2.01602E+13,2016,2,20,20000,3,1,1,7024760.001,32,2,100,100,1,1,9900,1,40,1,2,999,1,1,2720,7890,99,1,9995,276.92,1,225,0,0,10,0,75,0,450,0,120,0,0,60,0,210,0,290
2.01602E+13,2016,4,41,41000,3,1,1,24681816.72,29,1,100,100,6,1,9900,1,21,1,2,999,1,0,310,8680,99,1,45,903.84,1,15,0,0,35,0,20,0,485,1,0,35,0,170,0,114,0,545
2.01602E+13,2016,3,48,48000,1,1,1,3086218.996,37,1,131,100,6,5,52100,1,40,1,2,999,1,0,1010,4080,99,1,40,2307.69,1,0,0,0,90,0,180,0,795,0,45,0,0,280,0,50,0,0
2.01602E+13,2016,3,48,48000,4,1,1,3759953.235,40,2,100,210,1,4,20000,1,21,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,30,0,285,0,660,0,0,90,0,330,0,45,0,0
2.01602E+13,2016,3,48,48000,4,1,1,7653548.395,23,2,100,210,1,4,20000,1,21,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,30,0,0,120,0,100,0,720,0,0,0,0,440,0,30,0,0
2.01602E+13,2016,2,17,17000,1,1,1,2708290.851,73,2,100,100,6,1,9900,1,20,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,30,0,0,0,510,0,0,0,0,900,0,0,0,0
2.01602E+13,2016,3,48,48000,2,1,1,7687196.725,80,2,100,210,3,1,9900,1,13,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,80,0,170,0,560,0,0,0,0,630,0,0,0,0
2.01602E+13,2016,3,12,12069,5,1,1,4554969.301,39,1,100,100,1,1,9900,1,21,1,2,999,1,0,7315,770,99,1,60,1153.84,1,120,0,0,60,0,390,0,480,0,0,0,0,390,0,0,0,0
2.01602E+13,2016,3,51,51000,2,1,1,14913658.18,85,2,100,100,1,1,9900,1,31,99,1,5,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,78,0,235,0,595,0,0,60,167,205,0,85,0,0
2.01602E+13,2016,3,51,51000,3,1,1,12275538.34,47,2,110,100,6,1,9900,1,17,1,2,999,1,0,9620,7580,99,2,20,250,1,0,0,0,13,0,0,0,1067,0,0,0,0,360,0,0,0,0
2.01602E+13,2016,4,53,53033,2,1,1,1329712.216,42,2,100,100,4,1,9900,1,40,1,2,999,1,0,430,7870,99,1,40,2230.76,1,0,0,0,0,0,390,0,720,0,0,0,0,180,90,0,0,0
2.01602E+13,2016,3,48,48000,4,1,1,5205757.32,72,1,100,100,1,1,9900,1,41,99,1,6,5,99,99999,99999,1,99,9999,99999.99,2,111,0,0,115,0,309,0,460,0,0,85,0,270,0,90,0,0
2.01602E+13,2016,3,54,54000,1,1,1,2432865.017,66,2,100,100,2,1,9900,1,21,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,80,0,940,0,70,45,0,0,0,305,0,0,0,0
2.01602E+13,2016,3,48,48000,1,1,1,2613935.994,24,1,100,210,6,1,9900,1,21,1,2,999,1,0,4020,8680,99,1,50,450,1,0,2,0,35,0,25,0,435,0,0,0,0,128,0,75,0,740
2.01602E+13,2016,4,6,6059,2,1,1,8748705.286,32,2,100,100,6,1,9900,1,40,1,2,999,1,0,20,8680,99,1,50,1442.3,1,0,0,0,10,0,185,0,630,0,0,70,0,295,0,240,0,10
2.01602E+13,2016,2,26,26000,1,1,1,5056343.205,65,2,100,100,3,3,45300,1,20,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,75,0,120,0,605,0,0,0,0,640,0,0,0,0
2.01602E+13,2016,2,26,26163,1,1,1,5939401.143,56,2,100,100,6,1,9900,1,40,99,2,999,1,0,800,7270,99,1,45,634.61,1,0,0,0,30,0,195,0,545,0,0,300,0,330,0,40,0,0
2.01602E+13,2016,3,48,48000,5,1,1,2584621.976,29,2,100,220,1,2,11000,1,32,1,2,999,1,0,5240,8660,99,2,20,220,1,0,0,0,80,0,80,0,770,0,0,0,0,170,35,0,0,305
2.01602E+13,2016,3,12,12000,2,1,1,16055826.61,64,2,100,100,1,1,9900,1,21,99,2,999,1,0,5700,7980,99,1,9995,600,1,0,0,0,30,0,4,0,305,30,0,0,0,246,0,30,0,795
2.01602E+13,2016,1,42,42055,2,1,1,7019065.787,59,2,100,100,1,1,9900,1,14,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,75,0,30,0,670,0,0,0,0,575,0,90,0,0
2.01602E+13,2016,1,25,25000,4,1,1,10487269.36,16,2,131,100,6,4,50000,1,14,3,99,999,1,1,3955,8590,99,2,6,40,1,0,0,60,80,0,0,0,840,0,0,0,0,308,0,7,0,145
2.01602E+13,2016,4,6,6059,4,1,1,6207923.909,47,1,100,100,1,1,9900,1,40,1,2,999,1,1,10,3390,99,1,52,99999.99,1,160,0,0,65,0,10,0,475,0,0,0,0,30,0,65,0,635
2.01602E+13,2016,2,17,17000,3,1,1,4651408.827,43,1,100,100,1,1,9900,1,21,1,2,999,1,0,2630,770,99,1,40,1420,1,0,0,0,60,0,140,0,594,1,0,0,0,120,0,315,0,90
2.01602E+13,2016,4,6,6000,1,1,1,6536173.745,70,2,100,100,3,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,55,0,50,0,480,0,0,0,0,480,0,0,0,375
2.01602E+13,2016,3,28,28000,5,1,1,8305277.515,69,2,110,100,3,1,9900,1,21,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,75,0,0,0,540,0,0,0,0,705,120,0,0,0
2.01602E+13,2016,3,13,13045,6,1,1,15597960.58,18,2,100,100,6,1,9900,1,16,3,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,615,90,0,0,0,565,0,0,0,0,0,120,50,0,0
2.01602E+13,2016,4,6,6000,4,1,1,3529460.84,39,1,100,210,1,5,20000,1,30,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,67,0,0,0,766,0,0,0,12,595,0,0,0,0
2.01602E+13,2016,1,36,36081,3,1,1,15546904.42,65,1,100,244,1,4,30025,1,16,99,2,999,1,0,9140,6190,99,1,55,400,1,0,0,0,30,0,0,0,515,0,0,0,0,140,0,50,0,705
2.01602E+13,2016,3,21,21111,2,1,1,13192245.42,75,2,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,60,0,30,0,480,0,20,180,0,595,0,75,0,0
2.01602E+13,2016,3,48,48000,1,1,1,4531737.116,49,1,100,244,6,4,30025,1,41,5,2,999,1,0,1520,2070,99,1,40,2307.69,1,0,0,300,90,0,30,0,405,0,0,0,0,30,0,140,0,445
2.01602E+13,2016,2,18,18000,3,1,1,9336540.402,22,2,100,100,6,1,9900,1,30,1,2,999,1,0,4700,5380,99,1,40,376.2,1,285,0,0,120,0,300,0,715,0,0,0,0,0,0,20,0,0
2.01602E+13,2016,3,48,48000,4,1,1,3255576.858,32,2,100,100,1,1,9900,1,40,1,2,999,1,0,2340,7860,99,1,40,850,1,25,40,0,65,0,35,0,530,8,0,10,0,50,0,167,510,0
2.01602E+13,2016,3,37,37000,1,1,1,4725923.625,78,2,100,100,3,1,9900,1,30,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,85,0,15,0,1080,0,0,0,120,140,0,0,0,0
2.01602E+13,2016,4,53,53057,2,1,1,13549124.98,67,2,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,99,99,9999,99999.99,1,45,0,0,120,0,220,0,510,0,65,40,0,300,0,140,0,0
2.01602E+13,2016,3,1,1000,1,1,1,3905744.01,68,2,100,100,3,1,9900,1,20,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,269,0,7,0,450,90,0,0,0,624,0,0,0,0
2.01602E+13,2016,3,1,1000,6,1,1,12509136.2,58,1,110,100,1,1,9900,1,30,99,2,999,1,0,9200,2670,99,1,40,889.2,1,0,0,0,70,0,50,0,265,0,0,45,0,487,0,83,0,440
2.01602E+13,2016,1,42,42011,1,1,1,7647103.306,44,1,100,100,4,1,9900,1,40,5,1,11,4,99,99999,99999,99,99,9999,99999.99,1,0,0,690,30,0,105,0,390,0,0,0,0,165,0,60,0,0
2.01602E+13,2016,1,34,34003,3,1,1,2399887.394,61,1,100,100,1,1,9900,1,41,99,2,999,1,0,1050,7380,99,2,9995,99999.99,1,15,0,0,20,0,215,0,480,0,0,40,0,130,0,20,520,0
2.01602E+13,2016,4,6,6067,2,1,1,14299557.41,77,2,100,100,1,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,60,0,50,0,590,0,0,0,0,725,0,0,0,0
2.01602E+13,2016,4,6,6075,1,1,1,4259547.009,30,1,100,100,6,1,9900,1,40,1,2,999,1,0,1230,6870,99,1,45,1153.84,1,0,0,0,25,0,205,0,660,30,0,80,0,423,0,17,0,0
2.01602E+13,2016,1,42,42000,1,1,1,6297354.661,73,2,100,100,3,1,9900,1,14,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,190,0,60,0,1,0,575,0,0,55,0,479,0,80,0,0
2.01602E+13,2016,4,35,35001,1,1,1,5220373.698,29,1,110,100,6,1,9900,1,30,1,2,999,1,0,5510,6380,99,1,35,99999.99,1,0,0,0,15,0,25,0,645,0,0,0,0,0,0,30,0,725
2.01602E+13,2016,3,28,28000,2,1,1,11897192.87,80,2,100,100,3,1,9900,1,32,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,70,0,370,0,450,130,0,55,60,265,0,40,0,0
2.01602E+13,2016,4,6,6037,2,1,1,8569854.209,44,1,100,210,6,1,9900,1,30,1,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,10,0,110,0,0,0,620,0,0,0,0,620,0,80,0,0
2.01602E+13,2016,4,2,2000,3,1,1,3858559.709,26,2,100,100,1,1,9900,1,40,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,396,0,0,50,0,69,0,655,0,0,0,0,270,0,0,0,0
2.01602E+13,2016,3,28,28000,1,1,1,3400424.565,32,1,110,100,6,1,9900,1,41,1,2,999,1,0,800,9380,99,1,40,1057.69,1,0,0,0,0,0,150,0,790,0,0,0,0,0,0,40,0,460
2.01602E+13,2016,2,29,29000,2,1,1,8663800.958,66,1,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,15,0,0,90,0,205,0,540,0,0,0,0,410,0,165,0,0
2.01602E+13,2016,2,17,17000,2,1,1,1727551.609,46,2,100,100,4,1,9900,1,15,1,2,999,1,0,9130,6370,99,1,40,1153.84,1,0,0,0,30,0,50,0,465,0,0,60,0,249,0,75,0,511
2.01602E+13,2016,1,44,44000,4,1,1,2995906.469,37,2,100,100,1,1,9900,1,40,1,2,999,1,0,1760,7870,99,2,30,2115.38,1,26,1,0,140,0,140,0,688,0,120,0,0,125,130,70,0,0
2.01602E+13,2016,3,47,47000,2,1,1,6357071.774,61,1,100,100,1,1,9900,1,40,99,2,999,1,0,430,7390,99,1,50,99999.99,1,0,0,0,120,0,60,0,560,0,0,0,0,430,120,150,0,0
2.01602E+13,2016,2,39,39000,1,1,1,4464407.409,68,2,100,100,4,1,9900,1,21,99,2,999,3,99,99999,99999,99,99,9999,99999.99,1,0,0,0,20,0,225,0,510,0,0,0,0,620,0,0,65,0
2.01602E+13,2016,3,12,12019,1,1,1,2451594.113,74,2,100,100,4,1,9900,1,41,99,2,999,2,0,2630,7370,99,2,3,99999.99,1,0,130,0,35,0,340,0,665,0,0,0,145,105,0,20,0,0
2.01602E+13,2016,3,51,51107,3,1,1,11573696.81,17,1,100,100,6,1,9900,1,16,3,2,999,4,99,99999,99999,99,99,9999,99999.99,1,0,0,180,15,0,5,0,870,0,0,0,0,355,15,0,0,0
2.01602E+13,2016,2,17,17000,2,1,1,3199451.655,47,2,110,230,4,1,9900,1,40,1,2,999,1,0,430,7270,99,1,35,961.53,1,0,0,0,60,0,85,0,610,0,0,0,0,0,0,150,0,400
2.01602E+13,2016,2,39,39000,1,1,1,2036761.424,57,2,100,100,6,1,9900,1,31,99,2,999,1,0,310,8680,99,1,55,900,2,0,0,0,10,0,105,0,540,0,0,0,0,107,0,16,0,662
2.01602E+13,2016,4,6,6037,2,1,1,13371181.32,30,1,100,210,2,5,20000,1,11,1,2,999,1,0,4140,1680,99,1,40,500,1,0,10,0,45,0,50,0,420,0,0,0,0,345,0,80,0,490
2.01602E+13,2016,3,12,12099,2,1,1,6951144.06,78,1,100,100,1,1,9900,1,40,99,1,6,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,170,0,17,3,610,0,0,130,0,359,40,111,0,0
2.01602E+13,2016,3,51,51179,5,1,1,7589588.39,30,1,100,100,1,1,9900,1,30,1,2,999,1,1,3850,9470,99,1,58,865.38,1,100,0,0,30,0,255,0,465,0,15,0,0,90,0,10,0,475
2.01602E+13,2016,3,51,51000,3,1,1,4362000.59,43,2,131,100,1,4,51800,1,32,1,2,999,1,0,4520,8980,99,2,30,576.92,1,50,0,0,235,0,300,0,425,30,0,0,0,270,0,120,0,10
2.01602E+13,2016,3,51,51000,2,1,1,8323982.058,70,1,100,100,1,1,9900,1,42,99,1,7,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,90,0,510,0,600,0,0,0,0,210,0,0,0,0
2.01602E+13,2016,3,12,12000,1,1,1,5374690.882,25,1,100,100,6,1,9900,1,30,1,2,999,1,0,5520,9470,99,1,42,500,1,0,0,0,15,0,0,0,725,0,0,0,0,670,0,30,0,0
2.01602E+13,2016,4,6,6075,2,1,1,24591886.05,29,2,100,100,1,1,9900,1,41,4,2,999,1,0,430,6870,99,1,50,1211.53,1,0,0,0,30,0,30,0,660,0,0,2,0,0,0,74,0,644
2.01602E+13,2016,2,39,39000,2,1,1,8269688.966,79,2,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,60,0,120,0,585,0,0,0,0,615,0,0,0,0
2.01602E+13,2016,1,42,42101,1,1,1,2531441.511,51,2,110,100,6,1,9900,1,21,99,2,999,1,0,3520,5080,99,1,40,720,1,0,0,0,25,0,0,0,525,0,0,0,0,275,0,140,0,445
2.01602E+13,2016,2,29,29000,4,1,1,3832672.316,46,1,100,100,1,1,9900,1,32,1,2,999,1,1,4700,4890,99,1,78,600,1,0,0,0,105,0,225,0,548,0,0,0,200,298,0,34,0,0
2.01602E+13,2016,4,6,6037,1,1,1,6263319.815,49,1,100,100,4,1,9900,1,41,1,2,999,1,0,4800,7470,99,2,30,99999.99,1,0,0,0,120,0,95,11,510,0,5,20,0,160,0,50,0,385
2.01602E+13,2016,1,34,34021,4,1,1,6947282.947,39,2,100,100,1,1,9900,1,30,1,2,999,1,0,3910,8370,99,1,35,1000,1,161,0,0,20,0,70,0,555,0,43,0,0,75,0,72,0,444
2.01602E+13,2016,3,37,37191,1,1,1,3868744.935,66,2,100,100,3,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,15,0,45,0,35,0,550,0,0,60,116,250,0,103,266,0
2.01602E+13,2016,2,26,26000,2,1,1,27665422.02,20,2,100,100,6,1,9900,1,30,5,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,685,30,0,0,0,545,0,0,0,0,120,0,60,0,0
2.01602E+13,2016,3,48,48000,2,1,1,3000979.627,24,1,100,210,6,1,9900,1,21,1,2,999,1,0,7210,7790,99,1,40,720,1,20,0,0,30,0,60,0,700,0,0,0,0,630,0,0,0,0
2.01602E+13,2016,1,36,36000,3,1,1,13321562.8,48,2,100,100,1,1,9900,1,30,1,2,999,1,0,4700,5390,99,1,35,300,1,0,0,0,60,0,45,0,235,0,0,0,0,225,0,55,0,820
2.01602E+13,2016,2,18,18000,3,1,1,6038765.7,35,2,100,100,6,1,9900,1,40,1,2,999,5,99,99999,99999,99,99,9999,99999.99,2,165,0,0,60,0,85,0,820,0,0,0,0,280,30,0,0,0
2.01602E+13,2016,2,20,20000,1,1,1,2334967.51,75,2,100,100,3,1,9900,1,13,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,1,0,30,0,110,0,615,0,0,72,60,429,0,123,0,0
2.01602E+13,2016,4,6,6000,4,1,1,2794656.579,47,2,100,100,1,1,9900,1,40,1,2,999,1,0,50,7490,99,1,40,2230,1,288,0,0,90,0,35,0,570,0,0,95,0,150,0,57,0,45
2.01602E+13,2016,3,24,24000,1,1,1,6245035.198,73,2,100,100,3,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,0,0,105,0,240,0,570,0,75,0,0,375,0,30,45,0
2.01602E+13,2016,3,28,28000,3,1,1,4819015.627,16,1,100,100,6,1,9900,1,14,2,99,999,5,99,99999,99999,99,99,9999,99999.99,1,10,0,0,30,0,30,0,860,0,0,0,0,390,120,0,0,0
2.01602E+13,2016,4,8,8069,3,1,1,3162869.481,36,1,100,100,1,1,9900,1,41,5,2,999,1,1,2310,7860,99,1,60,846.15,1,310,0,105,85,0,40,35,425,0,0,45,0,330,0,65,0,0
2.01602E+13,2016,2,29,29000,3,1,1,2456940.501,24,2,100,100,3,1,9900,1,30,5,2,999,1,0,4620,7870,99,2,18,153,1,360,6,0,0,0,50,0,439,0,0,45,0,425,0,115,0,0
2.01602E+13,2016,3,48,48000,4,1,1,14568697.23,32,1,100,242,1,1,9900,1,15,1,2,999,1,0,7700,2490,99,1,40,520,1,0,0,0,30,0,15,0,435,0,0,0,0,285,30,35,0,600
2.01602E+13,2016,4,6,6037,6,1,1,6106367.157,29,2,100,210,1,5,20000,1,15,1,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,0,65,0,130,0,678,0,0,45,0,455,0,67,0,0
2.01602E+13,2016,2,17,17000,1,1,1,3593115.186,61,2,110,100,6,1,9900,1,30,99,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,30,0,97,0,540,50,10,30,20,538,0,40,0,0
2.01602E+13,2016,3,48,48000,1,1,1,1910811.347,54,2,100,210,4,1,9900,1,21,99,2,999,1,0,5400,7270,99,1,38,769.23,1,0,0,0,130,0,50,0,600,0,0,110,0,300,147,103,0,0
2.01602E+13,2016,3,48,48000,2,1,1,16108578.85,24,1,110,100,6,1,9900,1,30,1,2,999,4,99,99999,99999,99,99,9999,99999.99,1,0,0,0,0,0,115,0,630,0,0,70,0,485,0,130,0,0
2.01602E+13,2016,3,12,12095,2,1,1,3493314.952,58,1,100,220,1,2,11000,1,43,99,1,9,1,0,3649,8190,99,1,40,519.23,1,0,0,0,10,0,0,0,632,0,0,0,0,630,0,60,0,0
2.01602E+13,2016,3,12,12095,2,1,1,3578687.686,49,2,100,220,6,1,9900,1,30,5,2,999,5,99,99999,99999,99,99,9999,99999.99,2,0,0,0,90,0,320,0,670,0,0,120,0,195,0,20,0,0
2.01602E+13,2016,4,53,53033,2,1,1,8570306.122,31,2,100,100,1,1,9900,1,41,1,2,999,1,0,1300,7290,99,1,42,1442.3,2,0,0,0,30,0,240,0,615,0,0,0,0,365,0,190,0,0
2.01602E+13,2016,1,36,36081,4,1,1,4530325.403,36,2,110,100,1,1,9900,1,41,1,2,999,2,0,2330,7580,99,1,40,1250,1,205,0,0,90,0,225,20,540,20,0,50,0,0,0,120,0,0
2.01602E+13,2016,2,55,55000,2,1,1,5481940.867,59,2,100,100,4,1,9900,1,40,99,2,999,1,0,430,7380,99,1,50,2000,1,0,0,0,90,0,0,0,510,0,0,0,0,405,0,405,0,0
2.01602E+13,2016,3,47,47000,3,1,1,7375967.962,37,1,110,100,1,1,9900,1,21,1,2,999,1,0,6040,1270,99,1,40,960,1,120,0,0,135,0,8,0,960,0,0,0,60,117,0,40,0,0
2.01602E+13,2016,3,48,48000,1,1,1,3692999.304,51,2,100,100,4,1,9900,1,40,99,2,999,1,0,5700,770,99,1,37,892,1,0,0,0,180,0,75,0,595,0,125,30,0,315,0,90,0,0
2.01602E+13,2016,4,4,4013,2,1,1,10456766.3,57,1,100,210,1,5,20000,1,12,99,2,999,1,1,8220,3190,99,1,63,816,1,0,0,0,45,0,105,0,475,0,0,0,0,30,60,55,0,670
2.01602E+13,2016,3,24,24033,1,1,1,5293948.469,80,1,110,100,4,1,9900,1,16,99,1,6,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,60,0,130,0,510,0,0,30,60,610,0,40,0,0
2.01602E+13,2016,2,17,17000,4,1,1,6972401.086,41,1,100,100,1,1,9900,1,30,1,2,999,1,0,5240,7380,99,1,40,2884.61,1,100,0,0,180,0,30,0,545,0,0,0,0,0,0,40,0,545
2.01602E+13,2016,4,41,41000,4,1,1,2808613.74,39,2,100,100,1,1,9900,1,41,1,2,999,1,0,5160,6870,99,1,38,350,1,35,0,0,60,0,185,0,605,0,0,265,0,160,0,130,0,0
2.01602E+13,2016,2,17,17000,2,1,1,5995927.716,22,1,110,100,6,1,9900,1,21,1,2,999,1,1,9610,4670,99,1,45,480.76,1,0,0,0,30,0,0,0,495,0,0,65,0,0,0,850,0,0
2.01602E+13,2016,3,47,47000,1,1,1,5513101.755,47,2,100,100,4,1,9900,1,21,1,2,999,1,0,8965,1870,99,2,9995,400,1,0,0,0,45,0,0,0,360,0,0,5,0,75,0,155,175,625
2.01602E+13,2016,1,42,42000,2,1,1,7782225.503,73,1,100,100,1,1,9900,1,40,99,2,999,5,99,99999,99999,1,99,9999,99999.99,1,0,270,0,60,0,0,0,480,0,0,0,53,510,30,36,0,0
2.01602E+13,2016,2,17,17000,4,1,1,5806892.844,27,2,100,100,6,1,9900,1,21,1,2,999,1,0,4720,5090,99,2,6,65,1,120,60,0,35,0,30,0,468,0,90,0,0,597,0,40,0,0
2.01602E+13,2016,2,55,55000,1,1,1,4736335.017,78,2,110,100,3,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,60,0,50,0,585,60,285,0,0,370,0,30,0,0
2.01602E+13,2016,3,1,1097,4,1,1,2308348.128,47,2,100,100,1,1,9900,1,40,5,2,999,5,99,99999,99999,99,99,9999,99999.99,1,80,0,180,215,0,80,0,585,0,0,0,105,110,0,85,0,0
2.01602E+13,2016,3,40,40000,2,1,1,6738803.33,85,2,100,100,1,1,9900,1,21,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,50,0,153,0,658,150,0,0,165,207,0,50,7,0
2.01602E+13,2016,4,6,6073,1,1,1,4683357.893,80,2,100,100,3,1,9900,1,30,99,2,999,5,99,99999,99999,1,99,9999,99999.99,2,0,0,0,15,0,153,0,735,0,0,0,0,507,0,0,0,0
2.01602E+13,2016,1,9,9001,4,1,1,5509500.849,18,1,100,100,6,3,20000,1,16,3,2,999,5,99,99999,99999,99,99,9999,99999.99,1,0,0,30,40,0,0,0,510,0,0,0,0,580,0,250,0,0
2.01602E+13,2016,1,34,34000,1,1,1,1931967.283,42,1,100,220,6,2,11000,1,41,1,2,999,1,0,1610,8180,99,1,40,1370,1,0,30,0,20,0,345,0,540,0,0,30,0,370,60,45,0,0
2.01602E+13,2016,2,26,26000,2,1,1,15194791.22,67,1,100,100,1,1,9900,1,41,99,1,7,1,1,4210,7770,99,1,35,99999.99,1,0,25,0,10,0,78,0,572,0,0,5,0,215,0,185,0,350
2.01602E+13,2016,4,35,35013,3,1,1,7200670.751,23,2,100,210,6,1,9900,1,30,1,2,999,1,1,4720,4870,99,1,40,160,1,0,0,0,60,0,0,0,825,0,0,0,0,180,0,60,0,315
2.01602E+13,2016,1,25,25023,4,1,1,3399254.91,55,1,100,100,1,1,9900,1,41,99,2,999,1,0,1420,7290,99,1,44,99999.99,1,0,0,0,30,0,0,0,600,0,0,0,0,570,0,240,0,0
2.01602E+13,2016,2,27,27000,2,1,1,23764650.02,33,2,100,100,6,1,9900,1,40,1,2,999,1,0,50,5170,99,1,50,900,1,0,0,0,145,0,30,0,615,0,0,15,0,75,15,35,0,510
2.01602E+13,2016,1,34,34000,3,1,1,2834762.933,53,2,100,100,4,1,9900,1,41,99,2,999,1,0,10,8370,99,1,50,2500,1,0,0,0,65,0,155,0,510,0,0,90,0,330,0,20,0,270
